unitid,year,Institute_name,Institute_city,Institute_State,Student_Origin,Gender,Ethnicity,enrolled,admitted,applied,admissions_yield,admitted_major,admitted_Level_study,awards
114977,2022,Los Angeles University,Los Angeles,California,UAE,Female,Others,66,137,297,48,Engineering,Bachelor,47
114977,2023,Los Angeles University,Los Angeles,California,USA,Male,White Americans,3154,5857,19980,54,Medical And Nursing,Master,2234
114977,2023,Los Angeles University,Los Angeles,California,Chile,Male,Hispanic or Latino Americans,481,949,3054,51,Economics,Associate,247
114977,2023,Los Angeles University,Los Angeles,California,USA,Male,African Americans,1048,1971,6640,53,Medical And Nursing,Doctor,556
114977,2023,Los Angeles University,Los Angeles,California,India,Male,Asian,232,710,1476,33,Computer Science/Information Technology,Associate,167
114977,2023,Los Angeles University,Los Angeles,California,USA,Male,Native Americans and Alaska Natives,73,167,465,44,Education and Training,Bachelor,31
114977,2023,Los Angeles University,Los Angeles,California,USA,Male,Native Hawaiians and Other Pacific Islanders,91,272,579,33,Computer Science/Information Technology,Certification,48
114977,2023,Los Angeles University,Los Angeles,California,Canada,Male,Others,114,280,722,41,Computer Science/Information Technology,Master,82
114977,2023,Los Angeles University,Los Angeles,California,USA,Female,White Americans,2405,6874,12967,35,Computer Science/Information Technology,Master,1803
114977,2023,Los Angeles University,Los Angeles,California,Chile,Female,Hispanic or Latino Americans,317,1055,1713,30,Education and Training,Doctor,137
114977,2023,Los Angeles University,Los Angeles,California,USA,Female,African Americans,696,1956,3757,36,Engineering,Associate,475
114977,2023,Los Angeles University,Los Angeles,California,China,Female,Asian,172,336,931,51,Computer Science/Information Technology,Bachelor,86
114977,2023,Los Angeles University,Los Angeles,California,USA,Female,Native Americans and Alaska Natives,77,158,422,49,Education and Training,Associate,36
114977,2023,Los Angeles University,Los Angeles,California,USA,Female,Native Hawaiians and Other Pacific Islanders,84,193,456,44,Education and Training,Certification,47
114977,2023,Los Angeles University,Los Angeles,California,UAE,Female,Others,45,127,246,36,Economics,Doctor,35
130717,2010,Chicago University,Chicago,Illinois,USA,Male,White Americans,1969,4529,19006,43,Computer Science/Information Technology,Doctor,984
130717,2010,Chicago University,Chicago,Illinois,Colombia,Male,Hispanic or Latino Americans,228,519,2203,44,Medical And Nursing,Bachelor,97
130717,2010,Chicago University,Chicago,Illinois,USA,Male,African Americans,777,1791,7508,43,Computer Science/Information Technology,Associate,491
130717,2010,Chicago University,Chicago,Illinois,China,Male,Asian,178,351,1725,51,Medical And Nursing,Certification,116
130717,2010,Chicago University,Chicago,Illinois,USA,Male,Native Americans and Alaska Natives,50,104,492,48,Arts and Literature,Master,35
130717,2010,Chicago University,Chicago,Illinois,Hawaii,Male,Native Hawaiians and Other Pacific Islanders,61,156,595,39,Engineering,Bachelor,47
130717,2010,Chicago University,Chicago,Illinois,Canada,Male,Others,72,120,697,60,Education and Training,Associate,54
130717,2010,Chicago University,Chicago,Illinois,USA,Female,White Americans,2676,6497,5392,41,Engineering,Master,1380
130717,2010,Chicago University,Chicago,Illinois,Colombia,Female,Hispanic or Latino Americans,277,743,560,37,Engineering,Certification,192
130717,2010,Chicago University,Chicago,Illinois,USA,Female,African Americans,606,1653,1221,37,Engineering,Certification,390
130717,2010,Chicago University,Chicago,Illinois,South Korea,Female,Asian,175,486,353,36,Computer Science/Information Technology,Certification,70
130717,2010,Chicago University,Chicago,Illinois,USA,Female,Native Americans and Alaska Natives,73,150,149,49,Education and Training,Associate,48
130717,2010,Chicago University,Chicago,Illinois,Hawaii,Female,Native Hawaiians and Other Pacific Islanders,53,100,107,53,Engineering,Doctor,34
130717,2010,Chicago University,Chicago,Illinois,Canada,Female,Others,60,134,122,45,Economics,Certification,26
130717,2011,Chicago University,Chicago,Illinois,USA,Male,White Americans,1766,3242,27801,54,Education and Training,Associate,851
130717,2011,Chicago University,Chicago,Illinois,Colombia,Male,Hispanic or Latino Americans,277,706,4361,39,Medical And Nursing,Associate,217
130717,2011,Chicago University,Chicago,Illinois,USA,Male,African Americans,538,1564,8482,34,Business Administration,Bachelor,349
130717,2011,Chicago University,Chicago,Illinois,China,Male,Asian,117,252,1843,46,Computer Science/Information Technology,Associate,64
130717,2011,Chicago University,Chicago,Illinois,USA,Male,Native Americans and Alaska Natives,31,93,494,33,Education and Training,Master,14
130717,2011,Chicago University,Chicago,Illinois,USA,Male,Native Hawaiians and Other Pacific Islanders,29,86,467,34,Business Administration,Associate,18
130717,2011,Chicago University,Chicago,Illinois,Canada,Male,Others,53,98,848,54,Engineering,Certification,31
130717,2011,Chicago University,Chicago,Illinois,USA,Female,White Americans,3105,7507,43335,41,Medical And Nursing,Certification,1776
130717,2011,Chicago University,Chicago,Illinois,Spain,Female,Hispanic or Latino Americans,505,1646,7052,31,Engineering,Associate,282
130717,2011,Chicago University,Chicago,Illinois,USA,Female,African Americans,925,1597,12911,58,Economics,Certification,724
130717,2011,Chicago University,Chicago,Illinois,Japan,Female,Asian,186,515,2609,36,Medical And Nursing,Certification,115
130717,2011,Chicago University,Chicago,Illinois,USA,Female,Native Americans and Alaska Natives,90,165,1271,55,Medical And Nursing,Bachelor,67
130717,2011,Chicago University,Chicago,Illinois,USA,Female,Native Hawaiians and Other Pacific Islanders,109,291,1529,37,Engineering,Bachelor,80
130717,2011,Chicago University,Chicago,Illinois,UAE,Female,Others,115,311,1608,37,Arts and Literature,Associate,52
130717,2012,Chicago University,Chicago,Illinois,USA,Male,White Americans,2800,5209,23273,54,Arts and Literature,Associate,1381
130717,2012,Chicago University,Chicago,Illinois,Chile,Male,Hispanic or Latino Americans,342,601,2845,57,Engineering,Master,203
130717,2012,Chicago University,Chicago,Illinois,USA,Male,African Americans,811,1539,6741,53,Computer Science/Information Technology,Certification,465
130717,2012,Chicago University,Chicago,Illinois,China,Male,Asian,222,397,1845,56,Computer Science/Information Technology,Associate,144
130717,2012,Chicago University,Chicago,Illinois,USA,Male,Native Americans and Alaska Natives,69,187,583,37,Engineering,Master,54
130717,2012,Chicago University,Chicago,Illinois,Hawaii,Male,Native Hawaiians and Other Pacific Islanders,73,177,613,41,Computer Science/Information Technology,Doctor,42
130717,2012,Chicago University,Chicago,Illinois,Canada,Male,Others,46,117,392,39,Arts and Literature,Certification,20
130717,2012,Chicago University,Chicago,Illinois,USA,Female,White Americans,1497,3371,44916,44,Business Administration,Associate,993
130717,2012,Chicago University,Chicago,Illinois,Mexico,Female,Hispanic or Latino Americans,206,668,6188,31,Education and Training,Doctor,150
130717,2012,Chicago University,Chicago,Illinois,USA,Female,African Americans,431,745,12949,58,Computer Science/Information Technology,Bachelor,313
130717,2012,Chicago University,Chicago,Illinois,China,Female,Asian,81,216,2452,38,Computer Science/Information Technology,Master,61
130717,2012,Chicago University,Chicago,Illinois,USA,Female,Native Americans and Alaska Natives,38,90,1154,42,Education and Training,Bachelor,27
130717,2012,Chicago University,Chicago,Illinois,Hawaii,Female,Native Hawaiians and Other Pacific Islanders,38,100,1154,38,Medical And Nursing,Master,25
130717,2012,Chicago University,Chicago,Illinois,Canada,Female,Others,34,60,1035,57,Business Administration,Doctor,23
130717,2013,Chicago University,Chicago,Illinois,USA,Male,White Americans,2949,5609,48174,53,Arts and Literature,Associate,2060
130717,2013,Chicago University,Chicago,Illinois,Argentina,Male,Hispanic or Latino Americans,496,1333,8108,37,Computer Science/Information Technology,Master,225
130717,2013,Chicago University,Chicago,Illinois,USA,Male,African Americans,1121,2187,18322,51,Business Administration,Master,799
130717,2013,Chicago University,Chicago,Illinois,Japan,Male,Asian,212,422,3478,50,Computer Science/Information Technology,Certification,120
130717,2013,Chicago University,Chicago,Illinois,USA,Male,Native Americans and Alaska Natives,99,227,1634,44,Arts and Literature,Associate,52
130717,2013,Chicago University,Chicago,Illinois,USA,Male,Native Hawaiians and Other Pacific Islanders,109,207,1796,53,Economics,Certification,71
130717,2013,Chicago University,Chicago,Illinois,UAE,Male,Others,107,242,1758,44,Arts and Literature,Doctor,57
130717,2013,Chicago University,Chicago,Illinois,USA,Female,White Americans,1634,2847,16645,57,Arts and Literature,Doctor,885
130717,2013,Chicago University,Chicago,Illinois,Colombia,Female,Hispanic or Latino Americans,124,321,1271,39,Business Administration,Associate,69
130717,2013,Chicago University,Chicago,Illinois,USA,Female,African Americans,437,1239,4456,35,Arts and Literature,Doctor,340
130717,2013,Chicago University,Chicago,Illinois,South Korea,Female,Asian,115,293,1171,39,Computer Science/Information Technology,Master,63
130717,2013,Chicago University,Chicago,Illinois,USA,Female,Native Americans and Alaska Natives,33,58,338,57,Business Administration,Doctor,21
130717,2013,Chicago University,Chicago,Illinois,USA,Female,Native Hawaiians and Other Pacific Islanders,46,87,470,53,Arts and Literature,Bachelor,27
130717,2013,Chicago University,Chicago,Illinois,Canada,Female,Others,32,87,334,37,Arts and Literature,Associate,22
130717,2014,Chicago University,Chicago,Illinois,USA,Male,White Americans,3219,5664,19399,57,Business Administration,Doctor,1474
130717,2014,Chicago University,Chicago,Illinois,Argentina,Male,Hispanic or Latino Americans,448,800,2706,56,Arts and Literature,Bachelor,339
130717,2014,Chicago University,Chicago,Illinois,USA,Male,African Americans,915,1584,5518,58,Economics,Associate,721
130717,2014,Chicago University,Chicago,Illinois,China,Male,Asian,198,541,1195,37,Medical And Nursing,Master,130
130717,2014,Chicago University,Chicago,Illinois,USA,Male,Native Americans and Alaska Natives,81,204,488,40,Computer Science/Information Technology,Associate,43
130717,2014,Chicago University,Chicago,Illinois,USA,Male,Native Hawaiians and Other Pacific Islanders,64,187,393,34,Medical And Nursing,Doctor,37
130717,2014,Chicago University,Chicago,Illinois,Australia,Male,Others,91,154,554,59,Computer Science/Information Technology,Associate,40
130717,2014,Chicago University,Chicago,Illinois,USA,Female,White Americans,2835,7311,12807,39,Education and Training,Certification,1399
130717,2014,Chicago University,Chicago,Illinois,Mexico,Female,Hispanic or Latino Americans,366,684,1654,54,Computer Science/Information Technology,Certification,236
130717,2014,Chicago University,Chicago,Illinois,USA,Female,African Americans,799,1669,3610,48,Medical And Nursing,Associate,369
130717,2014,Chicago University,Chicago,Illinois,India,Female,Asian,139,268,627,52,Computer Science/Information Technology,Master,103
130717,2014,Chicago University,Chicago,Illinois,USA,Female,Native Americans and Alaska Natives,53,108,239,49,Economics,Certification,22
130717,2014,Chicago University,Chicago,Illinois,USA,Female,Native Hawaiians and Other Pacific Islanders,51,155,233,33,Education and Training,Master,32
130717,2014,Chicago University,Chicago,Illinois,Canada,Female,Others,45,80,203,57,Engineering,Certification,23
130717,2015,Chicago University,Chicago,Illinois,USA,Male,White Americans,562,1030,10202,55,Engineering,Doctor,302
130717,2015,Chicago University,Chicago,Illinois,Chile,Male,Hispanic or Latino Americans,86,200,1563,43,Economics,Bachelor,35
130717,2015,Chicago University,Chicago,Illinois,USA,Male,African Americans,166,353,3017,47,Business Administration,Master,98
130717,2015,Chicago University,Chicago,Illinois,India,Male,Asian,50,99,914,51,Computer Science/Information Technology,Associate,39
130717,2015,Chicago University,Chicago,Illinois,USA,Male,Native Americans and Alaska Natives,17,32,313,54,Medical And Nursing,Master,9
130717,2015,Chicago University,Chicago,Illinois,Hawaii,Male,Native Hawaiians and Other Pacific Islanders,11,33,203,33,Computer Science/Information Technology,Doctor,8
130717,2015,Chicago University,Chicago,Illinois,Australia,Male,Others,16,29,292,55,Medical And Nursing,Certification,12
130717,2015,Chicago University,Chicago,Illinois,USA,Female,White Americans,2263,3780,5918,60,Engineering,Certification,982
130717,2015,Chicago University,Chicago,Illinois,Chile,Female,Hispanic or Latino Americans,402,1116,1053,36,Education and Training,Doctor,241
130717,2015,Chicago University,Chicago,Illinois,USA,Female,African Americans,649,1765,1697,37,Engineering,Bachelor,402
130717,2015,Chicago University,Chicago,Illinois,India,Female,Asian,197,362,517,54,Computer Science/Information Technology,Certification,84
130717,2015,Chicago University,Chicago,Illinois,USA,Female,Native Americans and Alaska Natives,51,108,134,47,Medical And Nursing,Bachelor,28
130717,2015,Chicago University,Chicago,Illinois,Hawaii,Female,Native Hawaiians and Other Pacific Islanders,78,159,205,49,Business Administration,Master,35
130717,2015,Chicago University,Chicago,Illinois,UAE,Female,Others,59,125,156,47,Business Administration,Master,42
130717,2016,Chicago University,Chicago,Illinois,USA,Male,White Americans,1217,3432,9831,35,Computer Science/Information Technology,Certification,743
130717,2016,Chicago University,Chicago,Illinois,Chile,Male,Hispanic or Latino Americans,105,237,852,44,Education and Training,Master,60
130717,2016,Chicago University,Chicago,Illinois,USA,Male,African Americans,348,702,2814,50,Engineering,Doctor,242
130717,2016,Chicago University,Chicago,Illinois,South Korea,Male,Asian,60,132,487,45,Medical And Nursing,Master,35
130717,2016,Chicago University,Chicago,Illinois,USA,Male,Native Americans and Alaska Natives,29,63,242,46,Computer Science/Information Technology,Associate,17
130717,2016,Chicago University,Chicago,Illinois,USA,Male,Native Hawaiians and Other Pacific Islanders,19,35,153,54,Education and Training,Master,9
130717,2016,Chicago University,Chicago,Illinois,Canada,Male,Others,22,40,181,55,Education and Training,Associate,11
130717,2016,Chicago University,Chicago,Illinois,USA,Female,White Americans,904,2265,16023,40,Engineering,Associate,651
130717,2016,Chicago University,Chicago,Illinois,Argentina,Female,Hispanic or Latino Americans,70,158,1253,44,Arts and Literature,Doctor,55
130717,2016,Chicago University,Chicago,Illinois,USA,Female,African Americans,246,496,4373,50,Engineering,Associate,118
130717,2016,Chicago University,Chicago,Illinois,South Korea,Female,Asian,50,134,889,37,Computer Science/Information Technology,Doctor,30
130717,2016,Chicago University,Chicago,Illinois,USA,Female,Native Americans and Alaska Natives,14,41,256,34,Business Administration,Certification,9
130717,2016,Chicago University,Chicago,Illinois,Hawaii,Female,Native Hawaiians and Other Pacific Islanders,24,58,433,41,Economics,Master,10
130717,2016,Chicago University,Chicago,Illinois,Australia,Female,Others,24,41,430,58,Engineering,Bachelor,14
130717,2017,Chicago University,Chicago,Illinois,USA,Male,White Americans,2197,3860,3963,57,Economics,Associate,1382
130717,2017,Chicago University,Chicago,Illinois,Argentina,Male,Hispanic or Latino Americans,235,472,425,50,Economics,Associate,180
130717,2017,Chicago University,Chicago,Illinois,USA,Male,African Americans,611,1427,1102,43,Economics,Master,314
130717,2017,Chicago University,Chicago,Illinois,Japan,Male,Asian,181,323,328,56,Computer Science/Information Technology,Certification,141
130717,2017,Chicago University,Chicago,Illinois,USA,Male,Native Americans and Alaska Natives,58,119,105,49,Computer Science/Information Technology,Doctor,23
130717,2017,Chicago University,Chicago,Illinois,Hawaii,Male,Native Hawaiians and Other Pacific Islanders,63,107,115,59,Medical And Nursing,Bachelor,44
130717,2017,Chicago University,Chicago,Illinois,Canada,Male,Others,37,89,68,42,Medical And Nursing,Doctor,21
130717,2017,Chicago University,Chicago,Illinois,USA,Female,White Americans,2536,6605,30585,38,Economics,Associate,1310
130717,2017,Chicago University,Chicago,Illinois,Chile,Female,Hispanic or Latino Americans,312,567,3772,55,Engineering,Associate,135
130717,2017,Chicago University,Chicago,Illinois,USA,Female,African Americans,720,1394,8684,52,Economics,Associate,475
130717,2017,Chicago University,Chicago,Illinois,China,Female,Asian,151,362,1827,42,Computer Science/Information Technology,Certification,113
130717,2017,Chicago University,Chicago,Illinois,USA,Female,Native Americans and Alaska Natives,81,214,983,38,Economics,Doctor,57
130717,2017,Chicago University,Chicago,Illinois,USA,Female,Native Hawaiians and Other Pacific Islanders,69,137,839,50,Arts and Literature,Certification,52
130717,2017,Chicago University,Chicago,Illinois,UAE,Female,Others,67,203,820,33,Arts and Literature,Doctor,47
130717,2018,Chicago University,Chicago,Illinois,USA,Male,White Americans,1587,3363,28422,47,Arts and Literature,Master,846
130717,2018,Chicago University,Chicago,Illinois,Mexico,Male,Hispanic or Latino Americans,252,763,4513,33,Business Administration,Master,102
130717,2018,Chicago University,Chicago,Illinois,USA,Male,African Americans,448,833,8023,54,Business Administration,Certification,249
130717,2018,Chicago University,Chicago,Illinois,China,Male,Asian,91,188,1630,48,Computer Science/Information Technology,Master,64
130717,2018,Chicago University,Chicago,Illinois,USA,Male,Native Americans and Alaska Natives,35,94,631,37,Business Administration,Doctor,23
130717,2018,Chicago University,Chicago,Illinois,USA,Male,Native Hawaiians and Other Pacific Islanders,34,64,619,53,Business Administration,Doctor,20
130717,2018,Chicago University,Chicago,Illinois,Australia,Male,Others,34,61,612,56,Computer Science/Information Technology,Doctor,14
130717,2018,Chicago University,Chicago,Illinois,USA,Female,White Americans,3226,10326,26491,31,Engineering,Master,1581
130717,2018,Chicago University,Chicago,Illinois,Chile,Female,Hispanic or Latino Americans,376,1231,3088,31,Education and Training,Associate,275
130717,2018,Chicago University,Chicago,Illinois,USA,Female,African Americans,915,1768,7515,52,Economics,Doctor,514
130717,2018,Chicago University,Chicago,Illinois,South Korea,Female,Asian,243,452,2001,54,Medical And Nursing,Doctor,139
130717,2018,Chicago University,Chicago,Illinois,USA,Female,Native Americans and Alaska Natives,85,183,707,46,Business Administration,Doctor,63
130717,2018,Chicago University,Chicago,Illinois,Hawaii,Female,Native Hawaiians and Other Pacific Islanders,108,237,895,46,Computer Science/Information Technology,Bachelor,85
130717,2018,Chicago University,Chicago,Illinois,UAE,Female,Others,88,212,732,41,Medical And Nursing,Associate,63
130717,2019,Chicago University,Chicago,Illinois,USA,Male,White Americans,2338,4913,41994,48,Arts and Literature,Bachelor,1867
130717,2019,Chicago University,Chicago,Illinois,Chile,Male,Hispanic or Latino Americans,326,946,5873,34,Medical And Nursing,Master,145
130717,2019,Chicago University,Chicago,Illinois,USA,Male,African Americans,579,1139,10401,51,Economics,Certification,341
130717,2019,Chicago University,Chicago,Illinois,Japan,Male,Asian,119,362,2154,33,Medical And Nursing,Certification,82
130717,2019,Chicago University,Chicago,Illinois,USA,Male,Native Americans and Alaska Natives,62,114,1117,54,Computer Science/Information Technology,Master,44
130717,2019,Chicago University,Chicago,Illinois,Hawaii,Male,Native Hawaiians and Other Pacific Islanders,50,105,913,48,Economics,Master,23
130717,2019,Chicago University,Chicago,Illinois,Australia,Male,Others,41,75,743,54,Medical And Nursing,Bachelor,16
130717,2019,Chicago University,Chicago,Illinois,USA,Female,White Americans,821,2483,53095,33,Medical And Nursing,Associate,397
130717,2019,Chicago University,Chicago,Illinois,Argentina,Female,Hispanic or Latino Americans,68,136,4411,50,Economics,Certification,34
130717,2019,Chicago University,Chicago,Illinois,USA,Female,African Americans,205,381,13269,54,Business Administration,Associate,97
130717,2019,Chicago University,Chicago,Illinois,South Korea,Female,Asian,48,82,3126,59,Medical And Nursing,Master,26
130717,2019,Chicago University,Chicago,Illinois,USA,Female,Native Americans and Alaska Natives,13,26,874,49,Economics,Certification,9
130717,2019,Chicago University,Chicago,Illinois,Hawaii,Female,Native Hawaiians and Other Pacific Islanders,23,56,1501,41,Engineering,Associate,12
130717,2019,Chicago University,Chicago,Illinois,Australia,Female,Others,22,48,1461,46,Economics,Certification,12
130717,2020,Chicago University,Chicago,Illinois,USA,Male,White Americans,2631,4829,65792,54,Business Administration,Bachelor,1520
130717,2020,Chicago University,Chicago,Illinois,Colombia,Male,Hispanic or Latino Americans,282,544,7052,52,Engineering,Certification,206
130717,2020,Chicago University,Chicago,Illinois,USA,Male,African Americans,747,1481,18699,50,Business Administration,Associate,484
130717,2020,Chicago University,Chicago,Illinois,Japan,Male,Asian,144,240,3607,60,Medical And Nursing,Associate,78
130717,2020,Chicago University,Chicago,Illinois,USA,Male,Native Americans and Alaska Natives,58,141,1481,41,Arts and Literature,Master,43
130717,2020,Chicago University,Chicago,Illinois,USA,Male,Native Hawaiians and Other Pacific Islanders,75,142,1875,53,Medical And Nursing,Bachelor,42
130717,2020,Chicago University,Chicago,Illinois,Canada,Male,Others,57,132,1425,43,Engineering,Doctor,31
130717,2020,Chicago University,Chicago,Illinois,USA,Female,White Americans,3423,9080,35450,38,Engineering,Associate,2157
130717,2020,Chicago University,Chicago,Illinois,Spain,Female,Hispanic or Latino Americans,421,755,4373,56,Engineering,Associate,245
130717,2020,Chicago University,Chicago,Illinois,USA,Female,African Americans,811,1363,8408,59,Economics,Bachelor,559
130717,2020,Chicago University,Chicago,Illinois,India,Female,Asian,155,351,1609,44,Medical And Nursing,Bachelor,105
130717,2020,Chicago University,Chicago,Illinois,USA,Female,Native Americans and Alaska Natives,84,230,872,36,Education and Training,Doctor,46
130717,2020,Chicago University,Chicago,Illinois,USA,Female,Native Hawaiians and Other Pacific Islanders,56,134,585,42,Computer Science/Information Technology,Associate,23
130717,2020,Chicago University,Chicago,Illinois,Canada,Female,Others,79,137,829,58,Arts and Literature,Associate,41
130717,2021,Chicago University,Chicago,Illinois,USA,Male,White Americans,2847,7934,25106,36,Business Administration,Certification,1906
130717,2021,Chicago University,Chicago,Illinois,Mexico,Male,Hispanic or Latino Americans,373,681,3298,55,Computer Science/Information Technology,Bachelor,248
130717,2021,Chicago University,Chicago,Illinois,USA,Male,African Americans,828,2753,7301,30,Medical And Nursing,Associate,653
130717,2021,Chicago University,Chicago,Illinois,Japan,Male,Asian,198,377,1749,53,Medical And Nursing,Master,97
130717,2021,Chicago University,Chicago,Illinois,USA,Male,Native Americans and Alaska Natives,71,205,633,35,Economics,Bachelor,31
130717,2021,Chicago University,Chicago,Illinois,Hawaii,Male,Native Hawaiians and Other Pacific Islanders,81,171,718,47,Medical And Nursing,Doctor,44
130717,2021,Chicago University,Chicago,Illinois,Canada,Male,Others,73,144,654,51,Medical And Nursing,Associate,38
130717,2021,Chicago University,Chicago,Illinois,USA,Female,White Americans,535,1015,21646,53,Computer Science/Information Technology,Doctor,243
130717,2021,Chicago University,Chicago,Illinois,Spain,Female,Hispanic or Latino Americans,55,120,2239,46,Computer Science/Information Technology,Certification,36
130717,2021,Chicago University,Chicago,Illinois,USA,Female,African Americans,171,312,6952,55,Business Administration,Master,103
130717,2021,Chicago University,Chicago,Illinois,India,Female,Asian,45,132,1839,34,Medical And Nursing,Associate,27
130717,2021,Chicago University,Chicago,Illinois,USA,Female,Native Americans and Alaska Natives,15,36,620,42,Economics,Master,6
130717,2021,Chicago University,Chicago,Illinois,USA,Female,Native Hawaiians and Other Pacific Islanders,11,21,456,52,Medical And Nursing,Master,5
130717,2021,Chicago University,Chicago,Illinois,Canada,Female,Others,12,31,516,38,Engineering,Bachelor,5
130717,2022,Chicago University,Chicago,Illinois,USA,Male,White Americans,2944,8610,14679,34,Education and Training,Bachelor,1326
130717,2022,Chicago University,Chicago,Illinois,Argentina,Male,Hispanic or Latino Americans,491,1594,2451,31,Medical And Nursing,Doctor,265
130717,2022,Chicago University,Chicago,Illinois,USA,Male,African Americans,931,2245,4647,41,Arts and Literature,Master,639
130717,2022,Chicago University,Chicago,Illinois,South Korea,Male,Asian,252,550,1261,46,Medical And Nursing,Doctor,132
130717,2022,Chicago University,Chicago,Illinois,USA,Male,Native Americans and Alaska Natives,79,208,395,38,Engineering,Associate,51
130717,2022,Chicago University,Chicago,Illinois,USA,Male,Native Hawaiians and Other Pacific Islanders,71,199,358,36,Engineering,Doctor,37
130717,2022,Chicago University,Chicago,Illinois,Australia,Male,Others,58,154,295,38,Education and Training,Associate,42
130717,2022,Chicago University,Chicago,Illinois,USA,Female,White Americans,3774,9605,17025,39,Education and Training,Master,2535
130717,2022,Chicago University,Chicago,Illinois,Chile,Female,Hispanic or Latino Americans,511,1219,2306,42,Medical And Nursing,Doctor,369
130717,2022,Chicago University,Chicago,Illinois,USA,Female,African Americans,1017,1925,4591,53,Business Administration,Bachelor,565
130717,2022,Chicago University,Chicago,Illinois,China,Female,Asian,274,835,1237,33,Medical And Nursing,Certification,176
130717,2022,Chicago University,Chicago,Illinois,USA,Female,Native Americans and Alaska Natives,108,217,488,50,Education and Training,Doctor,58
130717,2022,Chicago University,Chicago,Illinois,Hawaii,Female,Native Hawaiians and Other Pacific Islanders,91,158,414,57,Education and Training,Certification,66
130717,2022,Chicago University,Chicago,Illinois,Australia,Female,Others,63,198,284,32,Education and Training,Doctor,38
130717,2023,Chicago University,Chicago,Illinois,USA,Male,White Americans,1350,2275,10466,59,Education and Training,Master,949
130717,2023,Chicago University,Chicago,Illinois,Argentina,Male,Hispanic or Latino Americans,238,576,1852,41,Economics,Bachelor,101
130717,2023,Chicago University,Chicago,Illinois,USA,Male,African Americans,414,740,3208,56,Engineering,Master,203
130717,2023,Chicago University,Chicago,Illinois,China,Male,Asian,117,231,914,51,Computer Science/Information Technology,Certification,53
130717,2023,Chicago University,Chicago,Illinois,USA,Male,Native Americans and Alaska Natives,42,73,331,57,Economics,Doctor,20
130717,2023,Chicago University,Chicago,Illinois,Hawaii,Male,Native Hawaiians and Other Pacific Islanders,42,136,332,31,Business Administration,Associate,19
130717,2023,Chicago University,Chicago,Illinois,Canada,Male,Others,36,98,282,37,Medical And Nursing,Certification,26
130717,2023,Chicago University,Chicago,Illinois,USA,Female,White Americans,2565,5430,67825,47,Medical And Nursing,Associate,1795
130717,2023,Chicago University,Chicago,Illinois,Argentina,Female,Hispanic or Latino Americans,298,507,7891,59,Medical And Nursing,Master,137
130717,2023,Chicago University,Chicago,Illinois,USA,Female,African Americans,694,1453,18372,48,Education and Training,Doctor,527
130717,2023,Chicago University,Chicago,Illinois,Japan,Female,Asian,172,414,4550,42,Computer Science/Information Technology,Doctor,135
130717,2023,Chicago University,Chicago,Illinois,USA,Female,Native Americans and Alaska Natives,59,126,1572,47,Arts and Literature,Doctor,34
130717,2023,Chicago University,Chicago,Illinois,Hawaii,Female,Native Hawaiians and Other Pacific Islanders,65,161,1737,40,Arts and Literature,Bachelor,39
130717,2023,Chicago University,Chicago,Illinois,Canada,Female,Others,41,106,1106,39,Education and Training,Master,29
162689,2010,New York College,New York,New York,USA,Male,White Americans,2850,8818,12423,32,Engineering,Certification,1874
162689,2010,New York College,New York,New York,Spain,Male,Hispanic or Latino Americans,282,571,1232,49,Computer Science/Information Technology,Master,115
162689,2010,New York College,New York,New York,USA,Male,African Americans,979,2352,4272,42,Medical And Nursing,Doctor,444
162689,2010,New York College,New York,New York,India,Male,Asian,174,327,762,53,Medical And Nursing,Certification,112
162689,2010,New York College,New York,New York,USA,Male,Native Americans and Alaska Natives,66,123,288,54,Arts and Literature,Associate,40
162689,2010,New York College,New York,New York,USA,Male,Native Hawaiians and Other Pacific Islanders,79,160,346,49,Computer Science/Information Technology,Bachelor,40
162689,2010,New York College,New York,New York,Australia,Male,Others,73,230,319,32,Economics,Bachelor,44
162689,2010,New York College,New York,New York,USA,Female,White Americans,2311,4368,4696,53,Education and Training,Certification,1528
162689,2010,New York College,New York,New York,Chile,Female,Hispanic or Latino Americans,203,376,414,54,Engineering,Bachelor,148
162689,2010,New York College,New York,New York,USA,Female,African Americans,703,1460,1429,48,Arts and Literature,Certification,428
162689,2010,New York College,New York,New York,India,Female,Asian,136,238,278,57,Computer Science/Information Technology,Certification,101
162689,2010,New York College,New York,New York,USA,Female,Native Americans and Alaska Natives,57,103,116,55,Education and Training,Doctor,24
162689,2010,New York College,New York,New York,Hawaii,Female,Native Hawaiians and Other Pacific Islanders,64,183,131,35,Engineering,Doctor,42
162689,2010,New York College,New York,New York,UAE,Female,Others,42,106,85,39,Arts and Literature,Doctor,17
162689,2011,New York College,New York,New York,USA,Male,White Americans,1008,2678,45079,38,Medical And Nursing,Doctor,444
162689,2011,New York College,New York,New York,Spain,Male,Hispanic or Latino Americans,77,235,3525,33,Engineering,Bachelor,34
162689,2011,New York College,New York,New York,USA,Male,African Americans,241,426,10800,57,Arts and Literature,Doctor,181
162689,2011,New York College,New York,New York,China,Male,Asian,61,148,2748,41,Computer Science/Information Technology,Doctor,25
162689,2011,New York College,New York,New York,USA,Male,Native Americans and Alaska Natives,29,51,1311,57,Arts and Literature,Doctor,19
